Level 1,Level 1 Description,Level 2,.,Level 3 ,Level 3 Description,Level 4,Level 4 Description,Full level 4 code,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,15,Paints & primers,06,Latex paints,31211506,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,15,Paints & primers,07,Spray paints,31211507,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,15,Paints & primers,08,Acrylic paints,31211508,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,15,Paints & primers,09,Enamel primers,31211509,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,15,Paints & primers,10,Polyurethane primers,31211510,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,15,Paints & primers,11,Urethane primers,31211511,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,15,Paints & primers,12,Latex primers,31211512,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,16,Paint additives,01,Calcimines,31211601,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,16,Paint additives,02,Texturing materials,31211602,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,16,Paint additives,03,Paint driers,31211603,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,16,Paint additives,04,Paint extenders,31211604,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,16,Paint additives,05,Anti slip agents,31211605,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,16,Paint additives,06,Leveling agents,31211606,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,17,Miscellaneous finishes,01,Glazes,31211701,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,17,Miscellaneous finishes,02,Lusters,31211702,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,17,Miscellaneous finishes,03,Lacquers,31211703,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,17,Miscellaneous finishes,04,Sealers,31211704,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,17,Miscellaneous finishes,05,Shellacs,31211705,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,17,Miscellaneous finishes,06,Stains,31211706,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,17,Miscellaneous finishes,07,Varnishes,31211707,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,17,Miscellaneous finishes,08,Powder coat,31211708,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,18,Paint solvents & thinners,01,Paint or varnish removers,31211801,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,18,Paint solvents & thinners,02,Paint or varnish strippers,31211802,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,18,Paint solvents & thinners,03,Paint or varnish thinners,31211803,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,01,Drop cloths,31211901,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,02,Edging tools,31211902,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,03,Masking equipment,31211903,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,04,Paint brushes,31211904,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,05,Paint mixers,31211905,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,06,Paint rollers,31211906,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,08,Paint sprayers,31211908,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,09,Paint trays,31211909,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,10,Paint mitts,31211910,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,12,Telescoping poles,31211912,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,13,Paint nozzles,31211913,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,14,Air brushes,31211914,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,15,Paint strainers,31211915,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,16,Paint tray liners,31211916,,
31,Manufacturing Components & Supplies,21,Paints & primers & finishes,19,Paint applicators & painting accessories,17,Paint roller covers,31211917,,
31,Manufacturing Components & Supplies,22,Dyeing & tanning extracts,16,Tanning products,01,Inorganic tanning extracts,31221601,,
31,Manufacturing Components & Supplies,22,Dyeing & tanning extracts,16,Tanning products,02,Organic tanning extracts of animal origin,31221602,,
31,Manufacturing Components & Supplies,22,Dyeing & tanning extracts,16,Tanning products,03,Organic tanning extracts of vegetable origin,31221603,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,01,Aluminum machined bar stock,31231101,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,02,Beryllium machined bar stock,31231102,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,03,Brass machined bar stock,31231103,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,04,Bronze machined bar stock,31231104,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,05,Copper machined bar stock,31231105,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,06,Iron machined bar stock,31231106,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,07,Lead machined bar stock,31231107,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,08,Magnesium machined bar stock,31231108,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,09,Precious metal machined bar stock,31231109,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,10,Stainless steel machined bar stock,31231110,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,11,Tin machined bar stock,31231111,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,12,Titanium machined bar stock,31231112,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,13,Zinc machined bar stock,31231113,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,14,Non ferrous alloy machined bar stock,31231114,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,15,Ferrous alloy machined bar stock,31231115,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,16,Steel machined bar stock,31231116,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,17,Composite machined bar stock,31231117,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,18,Nickel alloy machined bar stock,31231118,,
31,Manufacturing Components & Supplies,23,Machined raw stock,11,Machined bar stock,19,Non metallic machined bar stock,31231119,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,01,Aluminum machined plate stock,31231201,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,02,Beryllium machined plate stock,31231202,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,03,Brass machined plate stock,31231203,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,04,Bronze machined plate stock,31231204,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,05,Copper machined plate stock,31231205,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,06,Iron machined plate stock,31231206,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,07,Lead machined plate stock,31231207,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,08,Magnesium machined plate stock,31231208,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,09,Precious metal machined plate stock,31231209,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,10,Stainless steel machined plate stock,31231210,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,11,Tin machined plate stock,31231211,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,12,Titanium machined plate stock,31231212,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,13,Zinc machined plate stock,31231213,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,14,Non ferrous alloy machined plate stock,31231214,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,15,Ferrous alloy machined plate stock,31231215,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,16,Steel machined plate stock,31231216,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,17,Composite machined plate stock,31231217,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,18,Nickel alloy machined plate stock,31231218,,
31,Manufacturing Components & Supplies,23,Machined raw stock,12,Machined plate stock,19,Non metallic machined plate stock,31231219,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,01,Ferrous alloy tubing,31231301,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,02,Copper tubing,31231302,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,03,Titanium tubing,31231303,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,04,Magnesium tubing,31231304,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,05,Tin tubing,31231305,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,06,Brass tubing,31231306,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,07,Lead tubing,31231307,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,08,Bronze tubing,31231308,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,09,Zinc tubing,31231309,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,10,Steel tubing,31231310,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,11,Iron tubing,31231311,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,12,Cement tubing,31231312,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,13,Plastic tubing,31231313,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,14,Rubber tubing,31231314,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,15,Glass tubing,31231315,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,16,Stone tubing,31231316,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,17,Non ferrous alloy tubing,31231317,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,18,Aluminum tubing,31231318,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,19,Stainless steel tubing,31231319,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,20,Precious metal tubing,31231320,,
31,Manufacturing Components & Supplies,23,Machined raw stock,13,Tube & tubing,21,Nylon tubing,31231321,,
31,Manufacturing Components & Supplies,23,Machined raw stock,14,Shim stock,01,Brass shim stock,31231401,,
31,Manufacturing Components & Supplies,23,Machined raw stock,14,Shim stock,02,Steel shim stock,31231402,,
31,Manufacturing Components & Supplies,23,Machined raw stock,14,Shim stock,03,Stainless steel shim stock,31231403,,
31,Manufacturing Components & Supplies,23,Machined raw stock,14,Shim stock,04,Aluminum shim stock,31231404,,
31,Manufacturing Components & Supplies,23,Machined raw stock,14,Shim stock,05,Copper shim stock,31231405,,
31,Manufacturing Components & Supplies,24,Industrial optics,15,Lenses & prisms,01,Lenses,31241501,,
31,Manufacturing Components & Supplies,24,Industrial optics,15,Lenses & prisms,02,Prisms,31241502,,
31,Manufacturing Components & Supplies,24,Industrial optics,16,Optical blanks,01,Filter blanks,31241601,,
31,Manufacturing Components & Supplies,24,Industrial optics,16,Optical blanks,02,Glass disks,31241602,,
31,Manufacturing Components & Supplies,24,Industrial optics,16,Optical blanks,03,Molded glass,31241603,,
31,Manufacturing Components & Supplies,24,Industrial optics,16,Optical blanks,04,Prism blanks,31241604,,
31,Manufacturing Components & Supplies,24,Industrial optics,16,Optical blanks,05,Silicon blanks,31241605,,
31,Manufacturing Components & Supplies,24,Industrial optics,16,Optical blanks,06,Germanium blanks,31241606,,
31,Manufacturing Components & Supplies,24,Industrial optics,16,Optical blanks,07,Round bar stock,31241607,,
31,Manufacturing Components & Supplies,24,Industrial optics,16,Optical blanks,08,Square bar stock,31241608,,
31,Manufacturing Components & Supplies,24,Industrial optics,16,Optical blanks,09,Witness sample blanks,31241609,,
31,Manufacturing Components & Supplies,24,Industrial optics,16,Optical blanks,10,Infrared optical material blanks,31241610,,
31,Manufacturing Components & Supplies,24,Industrial optics,17,Mirrors,01,Diamond turned mirrors,31241701,,
31,Manufacturing Components & Supplies,24,Industrial optics,17,Mirrors,02,Metallic mirrors,31241702,,
31,Manufacturing Components & Supplies,24,Industrial optics,17,Mirrors,03,Parabolic mirrors,31241703,,
31,Manufacturing Components & Supplies,24,Industrial optics,17,Mirrors,04,Uncoated mirrors,31241704,,
31,Manufacturing Components & Supplies,24,Industrial optics,17,Mirrors,05,Laser mirrors,31241705,,
31,Manufacturing Components & Supplies,24,Industrial optics,18,Optical filters,01,Broad band filters,31241801,,
31,Manufacturing Components & Supplies,24,Industrial optics,18,Optical filters,02,Gradient filters,31241802,,
31,Manufacturing Components & Supplies,24,Industrial optics,18,Optical filters,03,Infrared filters,31241803,,
31,Manufacturing Components & Supplies,24,Industrial optics,18,Optical filters,04,Laser filters,31241804,,
31,Manufacturing Components & Supplies,24,Industrial optics,18,Optical filters,05,Narrow band filters,31241805,,
31,Manufacturing Components & Supplies,24,Industrial optics,18,Optical filters,06,Pelicle filters,31241806,,
31,Manufacturing Components & Supplies,24,Industrial optics,18,Optical filters,07,Visual filters,31241807,,
31,Manufacturing Components & Supplies,24,Industrial optics,19,Optical domes,01,Specialty domes,31241901,,
31,Manufacturing Components & Supplies,24,Industrial optics,19,Optical domes,02,Diamond turned domes,31241902,,
31,Manufacturing Components & Supplies,24,Industrial optics,19,Optical domes,03,Metallic domes,31241903,,
31,Manufacturing Components & Supplies,24,Industrial optics,19,Optical domes,04,Molded glass domes,31241904,,
31,Manufacturing Components & Supplies,24,Industrial optics,19,Optical domes,05,Molded polycarbonate domes,31241905,,
31,Manufacturing Components & Supplies,24,Industrial optics,19,Optical domes,06,Replicated domes,31241906,,
31,Manufacturing Components & Supplies,24,Industrial optics,19,Optical domes,07,Shaped domes,31241907,,
31,Manufacturing Components & Supplies,24,Industrial optics,19,Optical domes,08,Frangible domes,31241908,,
31,Manufacturing Components & Supplies,24,Industrial optics,20,Lens & laser windows,01,External lens or laser windows,31242001,,
31,Manufacturing Components & Supplies,24,Industrial optics,20,Lens & laser windows,02,Infrared lens or laser windows,31242002,,
31,Manufacturing Components & Supplies,24,Industrial optics,20,Lens & laser windows,03,Visual lens or laser windows,31242003,,
31,Manufacturing Components & Supplies,24,Industrial optics,21,Optical device accessories,01,Optical mounts,31242101,,
31,Manufacturing Components & Supplies,24,Industrial optics,21,Optical device accessories,03,Optical slits or apertures,31242103,,
31,Manufacturing Components & Supplies,24,Industrial optics,21,Optical device accessories,04,Optical rails or bases,31242104,,
31,Manufacturing Components & Supplies,24,Industrial optics,21,Optical device accessories,05,Optical fiber identifiers,31242105,,
31,Manufacturing Components & Supplies,24,Industrial optics,21,Optical device accessories,06,Optical coatings,31242106,,
31,Manufacturing Components & Supplies,24,Industrial optics,22,Miscellaneous optical components,01,Optical beamsplitters,31242201,,
31,Manufacturing Components & Supplies,24,Industrial optics,22,Miscellaneous optical components,02,Polarizers,31242202,,
31,Manufacturing Components & Supplies,24,Industrial optics,22,Miscellaneous optical components,03,Depolarizers,31242203,,
31,Manufacturing Components & Supplies,24,Industrial optics,22,Miscellaneous optical components,04,Optical diffusers,31242204,,
31,Manufacturing Components & Supplies,24,Industrial optics,22,Miscellaneous optical components,05,Optical retarders,31242205,,
31,Manufacturing Components & Supplies,24,Industrial optics,22,Miscellaneous optical components,06,Optical flats,31242206,,
31,Manufacturing Components & Supplies,24,Industrial optics,22,Miscellaneous optical components,07,Optical breadboards,31242207,,
31,Manufacturing Components & Supplies,24,Industrial optics,22,Miscellaneous optical components,08,Optical choppers,31242208,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,01,Electric actuators,31251501,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,02,Electronic actuators,31251502,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,03,Hydraulic actuators,31251503,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,04,Pneumatic actuators,31251504,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,05,Valve actuators,31251505,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,06,Gear actuators,31251506,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,07,Rotary actuators,31251507,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,08,Photoelectric actuators,31251508,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,09,Electromagnetic actuators,31251509,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,10,Solenoids,31251510,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,15,Actuators,11,Linear actuators,31251511,,
31,Manufacturing Components & Supplies,25,Pneumatic & hydraulic & electric control systems,16,Robot components,01,Robotic end effectors,31251601,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,15,Housings & cabinets,01,Plastic housings or cabinets,31261501,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,15,Housings & cabinets,02,Metal housings or cabinets,31261502,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,15,Housings & cabinets,03,Steel housings or cabinets,31261503,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,15,Housings & cabinets,04,Gear box housings,31261504,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,15,Housings & cabinets,05,Clutch housing,31261505,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,16,Shells & casings,01,Plastic shells or casings,31261601,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,16,Shells & casings,02,Metal shells or casings,31261602,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,16,Shells & casings,03,Steel shells or casings,31261603,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,17,Acoustical or noise control housings or enclosures,01,Machine noise control housing,31261701,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,17,Acoustical or noise control housings or enclosures,02,Mounted generator set noise control enclosure,31261702,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,17,Acoustical or noise control housings or enclosures,03,Pump noise control housing,31261703,,
31,Manufacturing Components & Supplies,26,Housings & cabinets & casings,17,Acoustical or noise control housings or enclosures,04,Air intake noise control enclosure,31261704,,
31,Manufacturing Components & Supplies,27,Machine made parts,16,Screw machine made parts,01,Metal screw machine made parts,31271601,,
31,Manufacturing Components & Supplies,27,Machine made parts,16,Screw machine made parts,02,Non metal screw machine made parts,31271602,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,02,Aluminum stamped components,31281502,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,03,Ferrous alloy stamped components,31281503,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,04,Iron stamped components,31281504,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,05,Non ferrous alloy stamped components,31281505,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,06,Stainless steel stamped components,31281506,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,07,Carbon Steel stamped components,31281507,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,08,Magnesium stamped components,31281508,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,09,Zinc stamped components,31281509,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,10,Tin stamped components,31281510,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,11,Titanium stamped components,31281511,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,12,Beryllium stamped components,31281512,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,13,Precious metal stamped components,31281513,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,14,Copper stamped components,31281514,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,15,Lead stamped components,31281515,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,16,Brass stamped components,31281516,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,17,Bronze stamped components,31281517,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,18,Composite stamped components,31281518,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,19,Nickel alloy stamped components,31281519,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,20,Non metallic stamped components,31281520,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,15,Stamped components,21,Coated Stampings,31281521,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,17,Welded components,01,Welded metal components,31281701,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,01,Aluminum punched components,31281801,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,02,Ferrous alloy punched components,31281802,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,03,Iron punched components,31281803,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,04,Non ferrous alloy punched components,31281804,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,05,Stainless steel punched components,31281805,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,06,Carbon Steel punched components,31281806,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,07,Composite punched components,31281807,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,08,Nickel alloy punched components,31281808,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,09,Non metallic punched components,31281809,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,10,Titanium punched components,31281810,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,11,Beryllium punched components,31281811,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,12,Precious metal punched components,31281812,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,13,Copper punched components,31281813,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,14,Lead punched components,31281814,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,15,Brass punched components,31281815,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,16,Bronze punched components,31281816,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,17,Magnesium punched components,31281817,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,18,Zinc punched components,31281818,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,18,Punched components,19,Tin punched components,31281819,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,01,Aluminum draw formed components,31281901,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,02,Beryllium draw formed components,31281902,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,03,Brass draw formed components,31281903,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,04,Bronze draw formed components,31281904,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,05,Composite draw formed components,31281905,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,06,Copper draw formed components,31281906,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,07,Ferrous alloy draw formed components,31281907,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,08,Iron draw formed components,31281908,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,09,Lead draw formed components,31281909,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,10,Magnesium draw formed components,31281910,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,11,Nickel alloy draw formed components,31281911,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,12,Non ferrous alloy draw formed components,31281912,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,13,Non metallic draw formed components,31281913,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,14,Precious metal draw formed components,31281914,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,15,Stainless steel draw formed components,31281915,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,16,Steel draw formed components,31281916,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,17,Tin draw formed components,31281917,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,18,Titanium draw formed components,31281918,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,19,Draw formed components,19,Zinc draw formed components,31281919,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,01,Aluminum hydro formed components,31282001,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,02,Beryllium hydro formed components,31282002,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,03,Brass hydro formed components,31282003,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,04,Bronze hydro formed components,31282004,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,05,Composite hydro formed components,31282005,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,06,Copper hydro formed components,31282006,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,07,Ferrous alloy hydro formed components,31282007,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,08,Iron hydro formed components,31282008,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,09,Lead hydro formed components,31282009,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,10,Magnesium hydro formed components,31282010,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,11,Nickel alloy hydro formed components,31282011,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,12,Non ferrous alloy hydro formed components,31282012,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,13,Non metallic hydro formed components,31282013,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,14,Precious metal hydro formed components,31282014,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,15,Stainless steel hydro formed components,31282015,,
31,Manufacturing Components & Supplies,28,Stampings & sheet components,20,Hydro formed components,16,Steel hydro formed components,31282016,,
