Level 1,Level 1 Description,Level 2,.,Level 3 ,Level 3 Description,Level 4,Level 4 Description,Full level 4 code,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,26,Medical exam lights or lamps,03,Medical exam headlights or headlamps or accessories,42182603,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,26,Medical exam lights or lamps,04,Medical exam penlights,42182604,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,27,Medical exam size measuring devices,01,Goniometers,42182701,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,27,Medical exam size measuring devices,02,Medical tape measures,42182702,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,27,Medical exam size measuring devices,03,Patient height rulers,42182703,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,27,Medical exam size measuring devices,04,Skinfold calipers,42182704,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,28,Medical weight scales,01,Diaper weight scales,42182801,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,28,Medical weight scales,02,Infant scales,42182802,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,28,Medical weight scales,03,Patient bed or table scales for general use,42182803,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,28,Medical weight scales,04,Patient chair scales,42182804,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,28,Medical weight scales,05,Patient floor scales,42182805,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,28,Medical weight scales,06,Patient sling scales,42182806,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,28,Medical weight scales,07,Wheelchair platform scales,42182807,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,28,Medical weight scales,08,Covers or liners for weighing scales,42182808,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,29,Specialty exam tables & related products,01,Obstetrical or gynecological exam tables,42182901,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,29,Specialty exam tables & related products,02,Obstetrical or gynecological exam table foot stirrups,42182902,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,29,Specialty exam tables & related products,03,Pediatric examination tables,42182903,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,29,Specialty exam tables & related products,04,Pediatric examination table restraint or measurement systems,42182904,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,01,Eye charts or vision cards,42183001,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,02,Corneal topographers,42183002,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,03,Exophthalmometers,42183003,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,04,Keratoscopes,42183004,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,05,Ophthalmic colorimeters,42183005,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,06,Ophthalmic distometers,42183006,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,07,Ophthalmic drums or its accessories,42183007,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,08,Ophthalmic euthyscopes,42183008,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,09,Ophthalmic eye test lenses or accessories,42183009,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,10,Ophthalmic lensometers,42183010,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,11,Ophthalmic perimeters,42183011,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,12,Ophthalmic photometers,42183012,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,13,Ophthalmic prisms,42183013,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,14,Ophthalmic retinoscopes,42183014,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,15,Ophthalmic slit lamps,42183015,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,16,Ophthalmic spectrophotometers,42183016,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,17,Ophthalmic specula,42183017,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,18,Ophthalmic tonometers or accessories,42183018,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,19,Ophthalmic transilluminators,42183019,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,20,Ophthalmic visual field plotters,42183020,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,21,Ophthalmic visual function analyzers,42183021,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,22,Ophthalmic visuometers,42183022,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,23,Ophthalmometers,42183023,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,24,Ophthalmic instrument tables or accessories,42183024,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,25,Vitrectomy lenses,42183025,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,26,Ophthalmodynamometers,42183026,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,27,Tangent screen test objects kits or accessories,42183027,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,28,Ophthalmic retinoscope accessories,42183028,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,29,Phoropter units,42183029,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,30,Eye occluders,42183030,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,31,Pseudoisochromatic plate sets or accessories,42183031,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,32,Tachistoscopes,42183032,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,33,Spectacle fitting sets,42183033,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,34,Vision testing stereoscopes,42183034,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,35,Combination refractor keratometers,42183035,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,36,Opthalmometer base plates,42183036,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,37,Chart projectors or accessories,42183037,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,38,Ophthalmic instrument pads,42183038,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,39,Ophthalmic lens holders,42183039,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,40,Opticians tools or accessories,42183040,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,41,Color perception testing lanterns,42183041,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,42,Depth perception apparatus,42183042,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,43,Ophthalmometer bulbs,42183043,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,44,Tangent screens,42183044,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,45,Electroretinogram systems,42183045,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,46,Binocular vision test sets or accessories,42183046,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,47,Viewing stands for vision acuity testing,42183047,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,30,Ophthalmic diagnostic exam products,48,Ophthalmic child fixation bars,42183048,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,31,Taste function meters,01,Gustometers,42183101,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,32,Allergy examining equipment & supplies,01,Allergy detecting or testing instruments or accessories,42183201,,
42,Medical Equipment & Accessories & Supplies,18,Patient exam & monitoring products,33,Ear nose throat ENT examining unit accessories & related products,01,Ear nose throat ENT examining mirror accessories,42183301,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,15,Medical facility materials handling & distribution equipment,01,Clinical pneumatic tube system,42191501,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,15,Medical facility materials handling & distribution equipment,02,Medicine trays or covers,42191502,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,01,Patient room lighting or accessories,42191601,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,02,Operating room lighting or accessories,42191602,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,03,Hospital equipment instrument panels,42191603,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,04,Clinical monitor arms,42191604,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,05,Hospital equipment power columns,42191605,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,06,Medical facility ceiling arms,42191606,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,07,Patient cubicle curtains or screens or curtain track hardware,42191607,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,08,Nursing controls or exit monitors,42191608,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,09,Clinical headwall systems,42191609,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,10,Clinical modular casework,42191610,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,11,Nurse communication modules or systems,42191611,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,16,Medical facility building systems,12,Hospital intercom systems,42191612,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,01,Medical gas or electric service tracks,42191701,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,02,Medical gas delivery columns,42191702,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,03,Medical gas outlets,42191703,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,04,Medical gas air compressor systems,42191704,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,05,Medical gas alarms,42191705,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,06,Medical gas manifold,42191706,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,07,Medical vacuum systems,42191707,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,08,Medical air pressure control cabinets,42191708,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,09,Medical gas shutoff valves or valve boxes,42191709,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,10,Medical gas cylinder carts or stands or accessories,42191710,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,17,Medical gas products,11,Surgical compressed air tanks or accessories,42191711,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,01,Overbed tables or accessories,42191801,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,02,Clinical incubators or infant warmers,42191802,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,03,Clinical bassinets or cribs or pediatric beds or accessories,42191803,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,04,Medical or surgical bedside rails,42191804,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,05,Medical suspended columns,42191805,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,06,Clinical trapeze bars,42191806,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,07,Patient care beds or accessories for general use,42191807,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,08,Patient care beds or accessories for specialty care,42191808,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,09,Alternating pressure pads or pumps,42191809,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,10,Patient care mattresses or accessories,42191810,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,11,Infant positioning cradles,42191811,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,12,Infant incubator supply kits,42191812,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,18,Patient beds & accessories,13,Patient care cot covers,42191813,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,19,Clinical cabinetry,01,Bedside clinical cabinets or accessories,42191901,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,19,Clinical cabinetry,02,Hospital armoires,42191902,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,19,Clinical cabinetry,03,Medical monitor cabinets,42191903,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,19,Clinical cabinetry,04,Narcotic cabinets or safes,42191904,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,19,Clinical cabinetry,05,Medical treatment cabinets,42191905,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,19,Clinical cabinetry,06,Blanket or solution warmer cabinets,42191906,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,19,Clinical cabinetry,07,Medical instrument storage cabinets or chests,42191907,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,20,Clinical procedure & examination tables,01,Medical exam or procedure tables for general use,42192001,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,20,Clinical procedure & examination tables,02,Medical exam or procedure table accessories for general use excluding cover sheets,42192002,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,21,Clinical seating & stools & related products,01,Blood drawing or phlebotomy chairs or accessories,42192101,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,21,Clinical seating & stools & related products,02,Hospital recliners or accessories,42192102,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,21,Clinical seating & stools & related products,03,Patient chairs,42192103,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,21,Clinical seating & stools & related products,04,Physician stools & accessories,42192104,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,21,Clinical seating & stools & related products,06,Medical facility visitor chairs,42192106,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,21,Clinical seating & stools & related products,07,Clinical examination chairs or accessories,42192107,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,01,Patient transport trolleys or accessories,42192201,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,02,Gurneys or scissor lifts,42192202,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,03,Geriatric chairs or accessories,42192203,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,04,Patient transport incubators or accessories,42192204,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,05,Patient scooter accessories,42192205,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,06,Patient scooters,42192206,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,07,Patient stretchers or stretcher accessories,42192207,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,08,Wheelchair accessories,42192208,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,09,Wheelchair ramps,42192209,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,10,Wheelchairs,42192210,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,11,Patient shifting boards or accessories,42192211,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,12,Patient transfer mats,42192212,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,22,Patient transport products,13,Patient holding or evacuation system heater unit or accessories,42192213,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,23,Patient lifts,01,Patient lifts or accessories,42192301,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,23,Patient lifts,02,Clinical hydraulic lifts or accessories,42192302,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,23,Patient lifts,03,Patient suspended seats or slings,42192303,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,23,Patient lifts,04,Patient ceiling hoists,42192304,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,23,Patient lifts,05,Infant slings or accessories,42192305,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,24,Medical equipment transport & transfer products,01,Emergency or resuscitation carts,42192401,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,24,Medical equipment transport & transfer products,02,Diagnostic or monitoring equipment specific carts,42192402,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,24,Medical equipment transport & transfer products,03,Medical isolation carts,42192403,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,24,Medical equipment transport & transfer products,04,Medical carts or accessories,42192404,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,24,Medical equipment transport & transfer products,05,Irrigator mobile stands,42192405,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,24,Medical equipment transport & transfer products,06,Urinal carrying carts,42192406,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,25,Medical equipment protectors,01,Medical equipment covers,42192501,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,25,Medical equipment protectors,02,Medical equipment bags,42192502,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,26,Medication dispensing & measuring devices & supplies,01,Suppository molds,42192601,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,26,Medication dispensing & measuring devices & supplies,02,Medication or pill dispensers or accessories,42192602,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,26,Medication dispensing & measuring devices & supplies,03,Medicine feeding cups or bottles or accessories,42192603,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,26,Medication dispensing & measuring devices & supplies,04,Drug delivery systems or accessories,42192604,,
42,Medical Equipment & Accessories & Supplies,19,Medical facility products,26,Medication dispensing & measuring devices & supplies,05,Aneurysm encapsulating kits,42192605,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,01,Medical computed tomography CT or CAT complete stationery unit installations,42201501,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,02,Medical computed tomography CT or CAT mobile or transportable or van units,42201502,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,03,Medical computed tomography CT or CAT 3 dimensional system components,42201503,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,04,Medical computed tomography CT or CAT bone mineral content components,42201504,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,05,Medical computed tomography CT or CAT consoles,42201505,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,06,Medical computed tomography CT or CAT contrast agent injectors,42201506,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,07,Medical computed tomography CT or CAT helical system components,42201507,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,08,Medical computed tomography CT or CAT monitors,42201508,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,09,Medical computed tomography CT or CAT power conditioners,42201509,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,10,Medical computed tomography CT or CAT quality assurance or calibration phantoms or devices,42201510,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,11,Medical computed tomography CT or CAT scanners or tubes,42201511,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,12,Medical computed tomography CT or CAT tables or stands or chairs,42201512,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,15,Medical computed tomography CT or CAT systems & related products,13,Medical computed tomography CT or CAT ultrafast system components,42201513,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,01,Medical magnetic resonance imaging MRI complete stationery unit installations,42201601,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,02,Medical magnetic resonance imaging MRI mobile or transportable or van systems,42201602,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,03,Medical magnetic resonance imaging MRI 3 dimensional system components,42201603,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,04,Medical magnetic resonance imaging MRI quality assurance or calibration phantoms or devices,42201604,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,05,Medical magnetic resonance imaging MRI coils,42201605,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,06,Medical magnetic resonance imaging MRI contrast agent injectors,42201606,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,07,Medical magnetic resonance imaging MRI monitors,42201607,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,08,Medical magnetic resonance imaging MRI primary or remote or secondary consoles,42201608,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,09,Medical magnetic resonance imaging MRI scanners,42201609,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,10,Medical magnetic resonance imaging MRI surgical instruments or guidance systems,42201610,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,16,Medical magnetic resonance imaging MRI products,11,Medical magnetic resonance imaging MRI tables,42201611,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,01,Cardiac ultrasound or doppler or echo units or cardioscopes,42201701,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,02,Fetal or gynecological ultrasound or echo units,42201702,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,03,Mammographic ultrasound or echo units,42201703,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,04,Medical ultrasound bone densitometers,42201704,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,05,Medical ultrasound or doppler or echo probe covers,42201705,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,06,Medical ultrasound or doppler or echo probes,42201706,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,07,Medical ultrasound or doppler or echo gel warmers,42201707,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,08,Medical ultrasound or doppler or echo gels,42201708,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,09,Medical ultrasound or doppler or echo monitors,42201709,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,10,Medical ultrasound or doppler or echo printers,42201710,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,11,Medical ultrasound or doppler or echo transducers or accessories,42201711,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,12,Medical ultrasound or doppler or pulse echo or echography units for general diagnostic use,42201712,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,13,Medical ultrasound or doppler or echo three dimensional components,42201713,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,14,Thesiometers,42201714,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,15,Vaginal ultrasound or echo probes or accessories,42201715,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,16,Vascular ultrasound units,42201716,,
42,Medical Equipment & Accessories & Supplies,20,Medical diagnostic imaging & nuclear medicine products,17,Medical ultrasound & doppler & echo imaging products,17,Medical ultrasound transmission pads,42201717,,
